Word,POS,Pronunciation,Meaning
thin,adj,θin,"mỏng, mảnh"
thing,n,θiŋ,"cái, đồ, vật"
think,v,θiŋk,"nghĩ, suy nghĩ"
thinking,n,θiŋkiŋ,"sự suy nghĩ, ý nghĩ"
thirsty,adj,´θə:sti,"khát, cảm thấy khát"
this,"n, det, pro",ðis,"cái này, điều này, việc này"
thorough,adj,θʌrə,"cẩn thận, kỹ lưỡng"
thoroughly,adv,θʌrəli,"kỹ lưỡng, thấu đáo, triệt để"
though,adv,ðəʊ,"dù, dù cho, mặc dù"
though,conj,ðəʊ,"mặc dù, tuy nhiên, tuy vậy"
thought,n,θɔ:t,"sự suy nghĩ, khả năng suy nghĩ; ý nghĩ, tư tưởng, tư duy"
thread,n,θred,"chỉ, sợi chỉ, sợi dây"
threat,n,θrɛt,"sự đe dọa, lời đe dọa"
threaten,v,θretn,"dọa, đe dọa"
threatening,adj,´θretəniη,"sự đe dọa, sự hăm dọa"
throat,n,θrout,"cổ, cổ họng"
through,"adv, prep",θru:,"qua, xuyên qua"
throughout,"adv, prep",θru:'aut,"khắp, suốt"
throw,v,θrou,"ném, vứt, quăng. throw sth away: ném đi, vứt đi, liệng đi"
thumb,n,θʌm,ngón tay cái
Thursday (abbr Thur/Thurs),n,´θə:zdi,thứ 5
thus,adv,ðʌs,"như vậy, như thế, do đó"
ticket,n,tikit,vé
tidy,adj,´taidi,"sạch sẽ, ngăn nắp, gọn gàng"
tidy,v,´taidi,"làm cho sạch sẽ, gọn gàng, ngăn nắp"
tie,"v, n",tai,"thiết, gắn chặt"
tight,"adj, adv",tait,"kín, chặt, chật"
tightly,adv,taitli,"chặt chẽ, sít sao"
till,"conj, prep",til,"cho đến khi, tới lúc mà"
until,"conj, prep",til,"cho đến khi, tới lúc mà"
time,n,taim,"thời gian, thì giờ"
timetable,n,´taimteibl,"kế hoạch làm việc, thời gian biểu"
tin,n,tɪn,thiếc
tiny,adj,taini,"rất nhỏ, nhỏ xíu"
tip,n,tip,"đầu, mút, đỉnh, chóp"
tip,v,tip,"bịt đầu, lắp đầu vào"
tire,v,taiз,"làm mệt mỏi, trở nên mệt nhọc; lốp, vỏ xe"
tired,adj,taɪəd,"mệt, muốn ngủ, nhàm chán"
tiring,adj,´taiəriη,"sự mệt mỏi, sự mệt nhọc"
title,n,ˈtaɪtl,"đầu đề, tiêu đề; tước vị, tư cách"
to,"prep,","tu:, tu, tз","theo hướng, tới"
today,adv,tə'dei,vào ngày này
today,n,tə'dei,"hôm nay, ngày nay"
toe,n,tou,ngón chân (người)
together,adv,tə'geðə,"cùng nhau, cùng với"
toilet,n,´tɔilit,"nhà vệ sinh; sự trang điểm (rửa mặt, ăn mặc, chải tóc...)"
tomato,n,tə´ma:tou,cà chua
tomorrow,adv,tə'mɔrou,vào ngày mai
tomorrow,n,tə'mɔrou,ngày mai
ton,n,tΔn,tấn
tone,n,toun,"tiếng, giọng"
tongue,n,tʌη,lưỡi
tonight,adv,tə´nait,"vào đêm nay, vào tối nay"
tonight,n,tə´nait,"đêm nay, tối nay"
tonne,n,tʌn,tấn
too,adv,tu:,cũng
tool,n,tu:l,"dụng cụ, đồ dùng"
tooth,n,tu:θ,răng
top,n,tɒp,"chóp, đỉnh"
top,adj,tɒp,"đứng đầu, trên hết"
topic,n,ˈtɒpɪk,"đề tài, chủ đề"
total,adj,toutl,"tổng cộng, toàn bộ"
total,n,toutl,"tổng số, toàn bộ số lượng"
totally,adv,toutli,hoàn toàn
touch,v,tʌtʃ,"sờ, mó, tiếp xúc"
touch,n,tʌtʃ,"sự sờ, sự mó, s tiếp xúc"
tough,adj,tʌf,"chắc, bền, dai"
tour,n,tuə,"cuộc đo du lịch, cuộc đi dạo, chuyến du lịch"
tour,v,tuə,đi du lịch
tourist,n,tuərist,khách du lịch
towards,prep,tə´wɔ:dz,"theo hướng, về hướng"
towel,n,taʊəl,"khăn tắm, khăn lấu"
tower,n,tauə,tháp
town,n,taun,"thị trấn, thị xã, thành phố nhỏ"
toy,n,tɔi,"đồ chơi, đồ trang trí"
toy,adj,tɔi,thể loại đồ chơi
trace,v,treis,"phát hiện, tìm thấy, vạch, chỉ ra, phác họa"
trace,n,treis,"dấu, vết, một chút"
track,n,træk,"phần của đĩa; đường mòn, đường đua"
trade,n,treid,"thương mại, buôn bán"
trade,v,treid,"buôn bán, trao đổi"
trading,n,treidiη,"sự kinh doanh, việc mua bán"
tradition,n,trə´diʃən,truyền thống
traditional,adj,trə´diʃənəl,"theo truyền thống, theo lối cổ"
traditionally,adv,trə´diʃənəlli,"(thuộc) truyền thống, là truyền thống"
traffic,n,træfik,"sự đi lại, sự giao thông, sự chuyển động"
train,n,trein,"xe lửa, tàu hỏa"
train,v,trein,"dạy, rèn luyện, đào tạo"
training,n,trainiŋ,"sự dạy dỗ, sự huấn luyện, sự đào tạo"
transfer,v,trænsfə:,"dời, di chuyển"
transfer,n,trænsfə:,"sự di chuyển, sự dời chỗ"
transform,v,træns'fɔ:m,"thay đổi, biến đổi"
translate,v,træns´leit,"dịch, biên dịch, phiên dịch"
translation,n,træns'leiʃn,sự dịch
transparent,adj,træns´pærənt,"trong suốt; dễ hiểu, sáng sủa"
transport,n,trænspɔ:t,"sự vận chuyển, sự vận tải; phương tiện đi lại"
trap,"n, v",træp,"đồ đạc, hành lý; bẫy, cạm bãy; bẫy, giữ, chặn lại"
travel,v,trævl,"đi lại, đi du lịch, di chuyển"
travel,n,trævl,"sự đi, những chuyến đi"
traveller,n,trævlə,"người đi, lữ khách"
treat,v,tri:t,"đối xử, đối đãi, cư xử"
treatment,n,tri:tmənt,"sự đối xử, sự cư xử"
tree,n,tri:,cây
trend,n,trend,"phương hướng, xu hướng, chiều hướng"
trial,n,traiəl,"sự thử nghiệm, cuộc thử nghiệm"
triangle,n,´trai¸æηgl,hình tam giác
trick,"n, v",trik,"mưu mẹo, thủ đoạn, trò lừa gạt, lừa gạt"
trip,n,trip,"cuộc dạo chơi, cuộc du ngoạn"
trip,v,trip,"đi dạo, du ngoạn"
tropical,adj,´trɔpikəl,nhiệt đới
trouble,n,trʌbl,"điều lo lắng, điều muộn phiền"
trousers,n,´trauzə:z,quần tây
truck,n,trʌk,"sự trao đổi, sự đổi chác"
True,adj,tru:,"đúng, thật"
truly,adv,tru:li,"đúng sự thật, đích thực, thực sự"
trust,n,trʌst,"niềm tin, sự phó thác"
trust,v,trʌst,"tin, tin cậy, phó thác"
truth,n,tru:θ,sự thật
try,v,trai,"thử, cố gắng"
tube,n,tju:b,"ống, tuýp"
Tuesday (abbr Tue/Tues),n,´tju:zdi,thứ 3
tune,n,"tun , tyun","điệu, giai điệu"
tune,v,"tun , tyun","lên dây, so dây (đàn)"
tunnel,n,tʌnl,"đường hầm, hang"
turn,v,tə:n,"quay, xoay, vặn"
turn,n,tə:n,"sự quay, vòng quay"
twice,adv,twaɪs,hai lần
twin,n,twɪn,"sinh đôi, tạo thành cặp"
twin,adj,twɪn,cặp song sinh
twist,v,twist,"xoắn, cuộn, quắn"
twist,n,twist,"sự xoắn, vòng xoắn"
twisted,adj,twistid,"được xoắn, được cuộn"
type,n,taip,"loại, kiểu, mẫu"
type,v,taip,"phân loại, xếp loại"
typical,adj,´tipikəl,"tiêu biểu, điển hình, đặc trưng"
typically,adv,´tipikəlli,"điển hình, tiêu biểu"
tyre,n,taiз,"lốp, vỏ xe"
ugly,adj,ʌgli,"xấu xí, xấu xa"
ultimate,adj,ˈʌltəmɪt,"cuối cùng, sau cùng"
ultimately,adv,´ʌltimətli,"cuối cùng, sau cùng"
umbrella,n,ʌm'brelə,"ô, dù"
unable,adj,ʌn'eibl,"không có năng lực, không có tài, không thể, không có khẳ năng"
unacceptable,adj,ʌnək'septəbl,không chấp nhận được
uncertain,adj,ʌn'sə:tn,"thiếu chính xác, không chắc chắn"
uncle,n,ʌηkl,"chú, bác"
uncomfortable,adj,ʌη´kʌmfətəbl,"bất tiện, khó chịu, không thoải mái"
unconscious,adj,ʌn'kɔnʃəs,"bất tỉnh, không có ý thức, không biết rõ"
uncontrolled,adj,ʌnkən'trould,"không bị điều khiển, không bị kiểm tra, không bị hạn chế"
under,adv,ʌndə,"dưới, ở dưới"
under,prep,ʌndə,"ở phía dưới, về phía dưới"
underground,adj,ʌndəgraund,"dưới mặt đất, ngầm dưới đất"
underground,adv,ʌndəgraund,ngầm
underneath,"prep, adv",¸ʌndə´ni:θ,"dưới, bên dưới"
understand,v,ʌndə'stænd,"hiểu, nhận thức"
understanding,n,ˌʌndərˈstændɪŋ,"trí tuệ, sự hiểu biết"
underwater,"adj, adv",´ʌndə¸wɔtə,"ở dưới mặt nước, dưới mặt nước"
underwear,n,ʌndəweə,quần lót
undo,v,ʌn´du:,"tháo, gỡ; xóa bỏ, hủy bỏ"
unemployed,adj,¸ʌnim´plɔid,"thất nghiệp; không dùng, không sử dụng được"
unemployment,n,Δnim'ploimзnt,"sự thất nghiệp, nạn thất nghiệp"
unexpected,adj,¸ʌniks´pektid,"bất ngờ, gây ngạc nhiên"
unexpectedly,adv,Δniks'pektid,"bất ngờ, gây ngạc nhiên"
unfair,adj,ʌn´fɛə,"gian lận, không công bằng; bất lợi"
unfairly,adv,ʌn´fɛəli,"gian lận, không công bằng; bất lợi"
unfortunate,adj,Λnfo:'t∫əneit,"không may, rủi ro, bất hạnh"
unfortunately,adv,ʌn´fɔ:tʃənətli,"một cách đáng tiếc, một cách không may"
unfriendly,adj,ʌn´frendli,"không thân thiện, không có thiện cảm"
unhappiness,n,ʌn´hæpinis,"nỗi buồn, sự bất hạnh"
unhappy,adj,ʌn´hæpi,"buồn rầu, khốn khổ"
uniform,n,ˈjunəˌfɔrm,đồng phục
uniform,adj,ˈjunəˌfɔrm,"đều, giống nhấu, đồng dạng"
unimportant,adj,¸ʌnim´pɔ:tənt,"khônh quan trọng, không trọng đạ"
union,n,ju:njən,"liên hiệp, sự đoàn kết, sự hiệp nhất"
unique,adj,ju:´ni:k,độc nhất vô nhị
unit,n,ju:nit,đơn vị
unite,v,ju:´nait,"liên kết, hợp nhất, hợp lại, kết thâ"
united,adj,ju:'naitid,"liên minh, đoàn kết, chung, thống nhất"
universe,n,ju:nivə:s,vũ trụ
university,n,¸ju:ni´və:siti,trường đại học
unkind,adj,ʌn´kaind,"độc ác, tàn nhẫn"
unknown,adj,ʌn'noun,không biết
unless,conj,ʌn´les,"trừ phi, trừ khi, nếu không"
unlike,"prep, adj",ʌn´laik,"khác, không giống"
unlikely,adj,ʌnˈlaɪkli,"không thể xảy ra, không chắc xảy ra"
unload,v,ʌn´loud,"cất gánh nặng, dỡ hàng"
unlucky,adj,ʌn´lʌki,"không gặp may, bất hạnh"
unnecessary,adj,ʌn'nesisəri,"không cần thiết, không mong muốn"
unpleasant,adj,ʌn'plezənt,"không dễ chịu, khó chịu, khó ưa"
unreasonable,adj,ʌnˈrizənəbəl,vô lý
unsteady,adj,ʌn´stedi,"không chắc, không ổn định"
unsuccessful,adj,¸ʌnsək´sesful,"không thành công, thất bại"
untidy,adj,ʌn´taidi,"không gọn gàng, không ngăn nắp lộn xộn"
until,"conj, prep",ʌn´til,"trước khi, cho đến khi"
till,"conj, prep",ʌn´til,"trước khi, cho đến khi"
unusual,adj,ʌn´ju:ʒuəl,"hiếm, khác thường"
unusually,adv,ʌn´ju:ʒuəlli,"cực kỳ, khác thường"
unwilling,adj,ʌn´wiliη,"không muốn, không có ý định"
unwillingly,adv,ʌn´wiliηgli,"không sẵn lòng, miễn cưỡng"
up,"adv, prep",Λp,"ở trên, lên trên, lên"
upon,prep,ə´pɔn,"trên, ở trên"
upper,adj,´ʌpə,cao hơn
upset,"v, adj",ʌpˈsɛt,"làm đổ, đánh đổ"
upsetting,adj,ʌp´setiη,"tính đánh đổ, làm đổ"
upside down,adv,´ʌp¸said,lộn ngược
upstairs,"adv, adj, n",´ʌp´stɛəz,"ở tên gác, cư ngụ ở tầng gác; tần trên, gác"
upward,adj,ʌpwəd,"lên, hướng lên, đi lên"
upwards,adv,ʌpwəd,"lên, hướng lên, đi lên, về phía trên"
urban,adj,ˈɜrbən,"(thuộc) thành phố, khu vực"
urge,v,ə:dʒ,"thúc, giục, giục giã"
urge,n,ə:dʒ,"sự thúc đẩy, sự thôi thúc"
urgent,adj,ˈɜrdʒənt,"gấp, khẩn cấp"
us,n,ʌs,"chúng tôi, chúng ta"
us,pro,ʌs,tôi và anh
use,v,ju:s,"sử dụng, dùng"
use,n,ju:s,"sự dùng, sự sử dụng"
used,adj,ju:st,làm cái gì
used to,"modal, v",ju:st,đã quen dùng
useful,adj,´ju:sful,"hữu ích, giúp ích"
useless,adj,ju:slis,"vô ích, vô dụng"
user,n,´ju:zə,"người dùng, người sử dụng"
usual,adj,ju:ʒl,"thông thường, thường dùng"
usually,adv,ju:ʒəli,thường thường
vacation,n,və'kei∫n,"kỳ nghỉ hè, kỳ nghỉ lễ; ngày nghỉ, ngày lễ"
valid,adj,vælɪd,"chắc chắn, hiệu quả, hợp lý"
valley,n,væli,thung lũng
valuable,adj,væljuəbl,"có giá trị lớn, đáng giá"
value,"n, v",vælju:,"giá trị, ước tính, định giá"
van,n,væn,"tiền đội, quân tiên phong; xe tải"
variation,n,¸veəri´eiʃən,"sự biến đổi, sự thay đổi mức độ, sự khác nhau"
varied,adj,veərid,"thuộc nhiều loại khác nhau, những vẻ đa dạng"
variety,n,və'raiəti,"sự đa dạng, trạng thái khác nhau"
various,adj,veri.əs,"khác nhau, thuộc về nhiều loại"
vary,v,veəri,"thay đổi, làm cho khác nhau, biến đổi"
vast,adj,vɑ:st,"rộng lớn, mênh mông"
vegetable,n,"ˈvɛdʒtəbəl , ˈvɛdʒɪtəbəl","rau, thực vật"
vehicle,n,vi:hikl,xe cộ
venture,n,ventʃə,"dự án kinh doanh, công việc kinh doanh"
venture,v,ventʃə,"liều, mạo hiểm, cả gan"
version,n,və:∫n,bản dịch sang một ngôn ngữ khác
vertical,adj,ˈvɜrtɪkəl,"thẳng đứng, đứng"
very,adv,veri,"rất, lắm"
via,prep,vaiə,"qua, theo đường"
victim,n,viktim,nạn nhân
victory,n,viktəri,chiến thắng
video,n,vidiou,video
view,n,vju:,"sự nhìn, tầm nhìn"
view,v,vju:,"nhìn thấy, xem quan sát"
village,n,ˈvɪlɪdʒ,"làng, xã"
violence,n,ˈvaɪələns,"sự ác liệt, sự dữ dội; bạo lực"
violent,adj,vaiələnt,"mãnh liệt, mạnh mẽ, hung dữ"
violently,adv,vaiзlзntli,"mãnh liệt, dữ dội"
virtually,adv,və:tjuəli,"thực sự, hầu như, gần như"
virus,n,vaiərəs,vi rút
visible,adj,vizəbl,"hữu hình, thấy được"
vision,n,viʒn,"sự nhìn, thị lực"
visit,v,vizun,"đi thăm hỏi, đến chơi, tham quan"
visit,n,vizun,"sự đi thăm, sự thăm viếng"
visitor,n,vizitə,"khách, du khách"
vital,adj,vaitl,"(thuộc) sự sống, cần cho sự sống"
vocabulary,n,və´kæbjuləri,từ vựng
voice,n,vɔis,"tiếng, giọng nói"
volume,n,´vɔlju:m,"thế tích, quyển, tập"
vote,n,voʊt,"sự bỏ phiếu, sự bầu cử"
vote,v,voʊt,"bỏ phiếu, bầu cử"
wage,n,weiʤ,"tiền lương, tiền công"
waist,n,weist,"eo, chỗ thắt lưng"
wait,v,weit,chờ đợi
waiter,n,weitə,"người hầu bàn, người đợi, người trông chờ"
waitress,n,weitə,"người hầu bàn, người đợi, người trông chờ"
wake up,v,weik,"thức dậy, tỉnh thức"
walk,v,wɔ:k,"đi, đi bộ"
walk,n,wɔ:k,"sự đi bộ, sự đi dạo"
walking,n,wɔ:kiɳ,"sự đi, sự đi bộ"
wall,n,wɔ:l,"tường, vách"
wallet,n,wolit,cái ví
wander,v,wɔndə,đi lang thang
wander,n,wɔndə,sự đi lang thang
want,v,wɔnt,muốn
war,n,wɔ:,chiến tranh
warm,adj,wɔ:m,"ấm, ấm áp"
warm,v,wɔ:m,"làm cho nóng, hâm nóng"
warmth,n,wɔ:mθ,"trạng thái ấm, sự ấm áp; hơi ấm"
warn,v,wɔ:n,"báo cho biết, cảnh báo"
warning,n,wɔ:niɳ,"sự báo trước, lời cảnh báo"
wash,v,"wɒʃ , wɔʃ","rửa, giặt"
washing,n,wɔʃiɳ,"sự tắm rửa, sự giặt"
waste,v,weɪst,"lãng phí, uổng phí"
waste,n,weɪst,vùng hoang vu sa mạc
waste,adj,weɪst,bỏ hoang
watch,v,wɔtʃ,"nhìn, theo dõi, quan sát"
watch,n,wɔtʃ,"sự canh gác, sự canh phòng"
water,n,wɔ:tə,nước
wave,n,weɪv,"sóng, gợn nước"
wave,v,weɪv,"gợn sóng, uốn thành sóng"
way,n,wei,"đường, đường đi"
we,pron,wi:,"chúng tôi, chúng ta"
weak,adj,wi:k,"yếu, yếu ớt"
weakness,n,´wi:knis,"tình trạng yếu đuối, yếu ớt"
wealth,n,welθ,"sự giàu có, sự giàu sang"
weapon,n,wepən,vũ khí
wear,v,weə,"mặc, mang, đeo"
weather,n,weθə,thời tiết
web,n,wɛb,"mạng, lưới"
website,n,wɛb,không gian liên tới với Internet
wedding,n,ˈwɛdɪŋ,"lễ cưới, hôn lễ"
Wednesday,n,´wensdei,thứ 4
week,n,wi:k,"tuần, tuần lễ"
weekend,n,¸wi:k´end,cuối tuần
weekly,adj,´wi:kli,"mỗi tuần một lần, hàng tuần"
weigh,v,wei,"cân, cân nặng"
weight,n,weit,trọng lượng
welcome,"v, n, adj, exclamation",welkʌm,"chào mừng, hoan nghênh"
well,"adv, adj, exclamation",wel,"tốt, giỏi; ôi, may quá!"
well known,adj,´wel´noun,"nổi tiếng, được nhiều người biết đến"
west,"n, adj, adv",west,"phía Tây, theo phía tây, về hướng tây"
western,adj,westn,"về phía tây, của phía tây"
wet,adj,wɛt,"ướt, ẩm ướt"
what,"n, det, pro",wʌt,"gì, thế nào"
whatever,"n, det, pro",wɔt´evə,"bất cứ thứ gì, bất kể thứ gì"
wheel,n,wil,bánh xe
when,"adv, pron, conj",wen,"khi, lúc, vào lúc nào"
whenever,conj,wen'evə,"bất cứ lúc nào, lúc nào"
where,adv,weər,"đâu, ở đâu"
where,conj,weər,nơi mà
whereas,conj,weə'ræz,"nhưng trái lại, trong khi mà"
wherever,conj,weər'evə(r),"ở bất cứ nơi nào, ở bất cứ nơi đâ"
whether,conj,´weðə,có..không; có... chăng; không biết có.. không
which,"n, det, pro",witʃ,"nào, bất cứ.. nào; ấy, đó"
while,n,wail,"trong lúc, trong khi"
while,conj,wail,"lúc, chốc, lát"
whilst,conj,wailst,"trong lúc, trong khi"
whisper,v,´wispə,"nói thì thầm, xì xào"
whisper,n,´wispə,"tiếng nói thì thầm, tiếng xì xào"
whistle,n,wisl,"sự huýt sáo, sự thổi còi"
whistle,v,wisl,"huýt sáo, thổi còi"
white,adj,wai:t,trắng
white,n,wai:t,màu trắng
who,"n, pro",hu:,"ai, người nào, kẻ nào, người như thế nào"
whoever,"n, pro",hu:'ev,"ai, người nào, bất cứ ai, bất cứ người nào, dù ai"
whole,adj,həʊl,"bình an vô sự, không suy suyển, không hư hỏng"
whole,n,həʊl,"toàn bộ, tất cả, toàn thể"
whom,n,hu:m,"ai, người nào"
whom,pro,hu:m,người mà
whose,"n, det, pro",hu:z,của ai
why,adv,wai,"tại sao, vì sao"
wide,adj,waid,"rộng, rộng lớn"
widely,adv,´waidli,"nhiều, xa; rộng rãi"
width,n,wɪdθ; wɪtθ,"tính chất rộng, bề rộng"
wife,n,waif,vợ
wild,adj,waɪld,"dại, hoang"
wildly,adv,waɪldli,"dại, hoang"
will,"v, n, modal",wil,"sẽ; ý chí, ý định"
willing,adj,´wiliη,"bằng lòng, vui lòng, muốn"
willingly,adv,wiliηli,"sẵn lòng, tự nguyện"
willingness,n,´wiliηnis,"sự bằng lòng, sự vui lòng"
win,v,win,"chiếm, đọat, thu được"
wind,v,wind,"quấn lại, cuộn lại. wind sth up: lên dây, quấn, giải quyết"
window,n,windəʊ,cửa sổ
wine,n,wain,"rượu, đồ uống"
wing,n,wiη,"cánh, sự bay, sự cất cánh"
winner,n,winər,người thắng cuộc
winning,adj,´winiη,"đang dành thắng lợi, thắng cuộc"
winter,n,ˈwɪntər,mùa đông
wire,n,waiə,dây (kim loại)
wise,adj,waiz,"khôn ngoan, sáng suốt, thông thái"
wish,v,wi∫,"ước, mong muốn"
wish,n,wi∫,"sự mong ước, lòng mong muốn"
with,prep,wið,"với, cùng"
withdraw,v,"wɪðˈdrɔ , wɪθˈdrɔ","rút, rút khỏi, rút lui"
within,prep,wið´in,"trong vong thời gian, trong khoảng thời gian"
without,prep,"wɪðˈaʊt , wɪθaʊt","không, không có"
witness,n,witnis,"sự làm chứng, bằng chứng"
witness,v,witnis,"chứng kiến, làm chứng"
woman,n,wʊmən,"đàn bà, phụ nữ"
wonder,v,wʌndə,"ngạc nhiên, lấy làm lạ, kinh ngạc"
wonderful,adj,´wʌndəful,"phi thường, khác thường, kỳ diệu, tuyệt vời"
wood,n,wud,gỗ
wooden,adj,´wudən,làm bằng gỗ
wool,n,wul,len
work,"v, n",wɜ:k,"làm việc, sự làm việc"
worker,n,wə:kə,người lao động
working,adj,´wə:kiη,"sự làm, sự làm việc"
world,n,wɜ:ld,thế giới
worried,adj,´wʌrid,"bồn chồn, lo nghĩ, tỏ ra lo lắng."
worry,v,wʌri,"lo lắng, suy nghĩ"
worry,n,wʌri,"sự lo lắng, suy nghĩ"
worrying,adj,´wʌriiη,"gây lo lắng, gây lo nghĩ"
worse,"adj, adv",wɜ:s,tệ hơn
worst,"adj, adv",wɜ:st,tệ nhất
worship,n,ˈwɜrʃɪp,"sự tôn thờ, sự tôn sùng"
worship,v,ˈwɜrʃɪp,"thờ, thờ phụng, tôn thờ"
